date,store_id,product_id,category,price,discount,units_sold,inventory_level,holiday,promotion,temperature,fuel_price
2023-01-27,1,P001,Home,106.4,5,26,21,0,0,27.7,92.0
2023-01-28,1,P001,Home,106.4,5,23,96,1,1,18.28,94.99
2023-01-29,1,P001,Home,89.6,20,26,70,1,0,28.03,94.3
2023-01-30,1,P001,Home,112.0,0,13,57,0,0,25.25,93.78
2023-01-31,1,P001,Home,112.0,0,15,42,0,1,28.18,92.84
2023-02-01,1,P001,Home,100.8,10,20,22,0,0,19.08,95.9
2023-02-02,1,P001,Home,112.0,0,8,125,0,0,19.08,95.99
2023-02-03,1,P001,Home,106.4,5,10,115,0,0,22.95,99.63
2023-02-04,1,P001,Home,112.0,0,11,104,1,0,22.64,97.18
2023-02-05,1,P001,Home,106.4,5,19,85,1,0,28.4,95.09
2023-02-06,1,P001,Home,100.8,10,27,58,0,1,14.87,95.37
2023-02-07,1,P001,Home,112.0,0,20,38,0,1,24.43,96.01
2023-02-08,1,P001,Home,112.0,0,21,163,0,0,33.83,95.81
2023-02-09,1,P001,Home,112.0,0,12,151,0,0,30.16,94.53
2023-02-10,1,P001,Home,112.0,0,15,136,0,0,15.03,92.4
2023-02-11,1,P001,Home,106.4,5,17,119,1,0,22.67,95.81
2023-02-12,1,P001,Home,106.4,5,20,99,1,0,28.24,95.25
2023-02-13,1,P001,Home,106.4,5,28,71,0,1,35.56,95.88
2023-02-14,1,P001,Home,112.0,0,11,60,0,0,22.57,95.42
2023-02-15,1,P001,Home,106.4,5,22,38,0,0,23.22,95.72
2023-02-16,1,P001,Home,112.0,0,26,121,0,1,16.06,92.56
2023-02-17,1,P001,Home,95.2,15,30,91,0,0,22.8,93.95
2023-02-18,1,P001,Home,112.0,0,34,57,1,1,23.64,93.77
2023-02-19,1,P001,Home,112.0,0,19,38,1,0,30.33,97.41
2023-02-20,1,P001,Home,112.0,0,22,102,0,0,14.55,98.54
2023-02-21,1,P001,Home,112.0,0,9,93,0,0,31.79,96.77
2023-02-22,1,P001,Home,112.0,0,15,78,0,0,26.45,94.63
2023-02-23,1,P001,Home,112.0,0,16,62,0,1,34.3,93.42
2023-02-24,1,P001,Home,112.0,0,16,46,0,0,29.26,96.54
2023-02-25,1,P001,Home,112.0,0,15,31,1,0,28.81,95.11
2023-02-26,1,P001,Home,89.6,20,23,88,1,0,23.66,94.79
2023-02-27,1,P001,Home,106.4,5,20,68,0,0,20.16,94.78
2023-02-28,1,P001,Home,112.0,0,16,52,0,0,30.16,91.38
2023-03-01,1,P001,Home,112.0,0,21,31,0,1,29.85,96.48
2023-03-02,1,P001,Home,95.2,15,18,119,0,0,24.63,94.44
2023-03-03,1,P001,Home,106.4,5,22,97,0,0,24.57,95.68
2023-03-04,1,P001,Home,100.8,10,20,77,1,0,21.3,93.7
2023-03-05,1,P001,Home,100.8,10,26,51,1,0,23.71,88.04
2023-03-06,1,P001,Home,100.8,10,26,25,0,1,22.18,100.08
2023-03-07,1,P001,Home,95.2,15,24,131,0,0,27.63,95.11
2023-03-08,1,P001,Home,95.2,15,18,113,0,0,32.51,95.15
2023-03-09,1,P001,Home,112.0,0,21,92,0,1,24.72,90.87
2023-03-10,1,P001,Home,112.0,0,10,82,0,0,26.83,93.12
2023-03-11,1,P001,Home,106.4,5,14,68,1,0,29.78,93.94
2023-03-12,1,P001,Home,112.0,0,16,52,1,0,22.23,92.6
2023-03-13,1,P001,Home,95.2,15,23,29,0,1,26.07,94.78
2023-03-14,1,P001,Home,112.0,0,15,111,0,0,17.42,97.73
2023-03-15,1,P001,Home,112.0,0,11,100,0,0,26.56,93.38
2023-03-16,1,P001,Home,112.0,0,23,77,0,0,21.13,94.3
2023-03-17,1,P001,Home,112.0,0,20,57,0,0,28.27,99.75
2023-03-18,1,P001,Home,112.0,0,19,38,1,0,31.98,92.38
2023-03-19,1,P001,Home,112.0,0,11,27,1,0,25.64,94.08
2023-03-20,1,P001,Home,112.0,0,13,101,0,0,12.49,96.37
2023-03-21,1,P001,Home,112.0,0,24,77,0,1,26.04,93.18
2023-03-22,1,P001,Home,100.8,10,28,49,0,1,25.06,93.25
2023-03-23,1,P001,Home,112.0,0,17,32,0,0,31.21,92.2
2023-03-24,1,P001,Home,112.0,0,14,106,0,0,24.64,92.95
2023-03-25,1,P001,Home,112.0,0,22,84,1,0,32.53,95.37
2023-03-26,1,P001,Home,100.8,10,24,60,1,1,22.13,93.64
2023-03-27,1,P001,Home,100.8,10,28,32,0,1,34.54,96.42
2023-03-28,1,P001,Home,112.0,0,8,24,0,0,21.26,95.11
2023-03-29,1,P001,Home,100.8,10,22,108,0,0,21.18,98.41
2023-03-30,1,P001,Home,100.8,10,27,81,0,0,32.55,95.8
2023-03-31,1,P001,Home,112.0,0,18,63,0,0,22.78,96.93
2023-04-01,1,P001,Home,106.4,5,24,39,1,0,19.71,93.97
2023-04-02,1,P001,Home,95.2,15,31,147,1,0,13.38,95.36
2023-04-03,1,P001,Home,106.4,5,9,138,0,0,21.99,97.6
2023-04-04,1,P001,Home,112.0,0,14,124,0,1,22.52,92.53
2023-04-05,1,P001,Home,112.0,0,23,101,0,1,28.08,93.74
2023-04-06,1,P001,Home,95.2,15,23,78,0,0,23.76,96.68
2023-04-07,1,P001,Home,95.2,15,24,54,0,0,19.03,95.55
2023-04-08,1,P001,Home,106.4,5,27,27,1,1,21.72,99.55
2023-04-09,1,P001,Home,112.0,0,16,139,1,0,20.65,91.78
2023-04-10,1,P001,Home,112.0,0,18,121,0,0,14.38,93.57
2023-04-11,1,P001,Home,106.4,5,9,112,0,0,31.23,90.85
2023-04-12,1,P001,Home,106.4,5,17,95,0,0,21.11,96.87
2023-04-13,1,P001,Home,112.0,0,16,79,0,0,22.38,95.98
2023-04-14,1,P001,Home,100.8,10,29,50,0,1,23.13,94.28
2023-04-15,1,P001,Home,112.0,0,20,30,1,1,26.63,92.5
2023-04-16,1,P001,Home,112.0,0,20,98,1,0,30.25,91.89
2023-04-17,1,P001,Home,112.0,0,23,75,0,0,29.86,94.94
2023-04-18,1,P001,Home,112.0,0,12,63,0,0,28.36,92.42
2023-04-19,1,P001,Home,95.2,15,22,41,0,0,16.85,96.1
2023-04-20,1,P001,Home,112.0,0,20,21,0,0,27.63,98.24
2023-04-21,1,P001,Home,95.2,15,12,124,0,0,26.92,90.26
2023-04-22,1,P001,Home,100.8,10,31,93,1,0,25.99,94.55
2023-04-23,1,P001,Home,106.4,5,21,72,1,1,27.6,94.76
2023-04-24,1,P001,Home,112.0,0,17,55,0,1,16.4,95.75
2023-04-25,1,P001,Home,112.0,0,13,42,0,0,28.84,98.2
2023-04-26,1,P001,Home,100.8,10,27,102,0,1,21.71,96.33
2023-04-27,1,P001,Home,106.4,5,24,78,0,1,29.19,97.74
2023-04-28,1,P001,Home,112.0,0,9,69,0,0,23.09,91.1
2023-04-29,1,P001,Home,112.0,0,23,46,1,0,31.78,94.28
2023-04-30,1,P001,Home,106.4,5,16,30,1,0,11.44,96.8
2023-05-01,1,P001,Home,106.4,5,23,119,0,0,32.22,91.19
2023-05-02,1,P001,Home,95.2,15,27,92,0,0,29.18,95.16
2023-05-03,1,P001,Home,112.0,0,13,79,0,0,22.77,97.91
2023-05-04,1,P001,Home,112.0,0,4,75,0,0,23.59,92.99
2023-05-05,1,P001,Home,89.6,20,30,45,0,0,32.75,93.0
2023-05-06,1,P001,Home,95.2,15,34,147,1,0,23.93,92.75
2023-05-07,1,P001,Home,112.0,0,15,132,1,0,21.81,97.38
2023-05-08,1,P001,Home,100.8,10,17,115,0,0,27.36,95.41
2023-05-09,1,P001,Home,112.0,0,21,94,0,1,21.94,94.22
2023-05-10,1,P001,Home,112.0,0,11,83,0,0,21.01,94.93
2023-05-11,1,P001,Home,106.4,5,16,67,0,0,24.92,97.38
2023-05-12,1,P001,Home,106.4,5,20,47,0,0,30.22,96.17
2023-05-13,1,P001,Home,95.2,15,35,98,1,1,29.1,96.01
2023-05-14,1,P001,Home,95.2,15,27,71,1,1,28.24,97.08
2023-05-15,1,P001,Home,112.0,0,12,59,0,0,20.95,96.72
2023-05-16,1,P001,Home,112.0,0,17,42,0,0,15.54,94.22
2023-05-17,1,P001,Home,112.0,0,15,27,0,1,22.22,95.98
2023-05-18,1,P001,Home,112.0,0,20,93,0,0,34.23,93.83
2023-05-19,1,P001,Home,112.0,0,16,77,0,1,30.68,94.09
2023-05-20,1,P001,Home,95.2,15,31,46,1,0,18.88,95.18
2023-05-21,1,P001,Home,100.8,10,29,130,1,1,22.58,94.29
2023-05-22,1,P001,Home,112.0,0,22,108,0,0,20.35,92.5
2023-05-23,1,P001,Home,89.6,20,28,80,0,0,26.71,95.91
2023-05-24,1,P001,Home,100.8,10,19,61,0,0,28.55,93.65
2023-05-25,1,P001,Home,112.0,0,12,49,0,0,29.2,93.69
2023-05-26,1,P001,Home,106.4,5,21,28,0,0,12.88,96.57
2023-05-27,1,P001,Home,112.0,0,18,91,1,0,24.98,92.68
2023-05-28,1,P001,Home,106.4,5,25,66,1,1,25.13,92.23
2023-05-29,1,P001,Home,112.0,0,16,50,0,0,26.05,96.76
2023-05-30,1,P001,Home,95.2,15,25,25,0,0,24.14,96.04
2023-05-31,1,P001,Home,106.4,5,10,106,0,0,24.5,98.0
2023-06-01,1,P001,Home,112.0,0,11,95,0,0,22.7,94.36
2023-06-02,1,P001,Home,106.4,5,12,83,0,0,33.64,95.87
2023-06-03,1,P001,Home,95.2,15,31,52,1,1,16.66,94.03
2023-06-04,1,P001,Home,89.6,20,29,23,1,0,26.12,97.09
2023-06-05,1,P001,Home,95.2,15,25,97,0,0,24.81,96.3
2023-06-06,1,P001,Home,106.4,5,29,68,0,1,27.01,93.63
2023-06-07,1,P001,Home,112.0,0,17,51,0,0,23.54,94.69
2023-06-08,1,P001,Home,106.4,5,16,35,0,0,26.87,94.83
2023-06-09,1,P001,Home,112.0,0,12,23,0,1,21.46,91.89
2023-06-10,1,P001,Home,106.4,5,15,115,1,0,23.7,97.47
2023-06-11,1,P001,Home,112.0,0,28,87,1,1,27.6,94.36
2023-06-12,1,P001,Home,112.0,0,6,81,0,0,24.64,94.93
2023-06-13,1,P001,Home,112.0,0,14,67,0,0,24.6,96.83
2023-06-14,1,P001,Home,112.0,0,9,58,0,0,30.54,92.92
2023-06-15,1,P001,Home,95.2,15,31,27,0,0,34.57,96.74
2023-06-16,1,P001,Home,112.0,0,18,141,0,0,26.01,97.1
2023-06-17,1,P001,Home,106.4,5,20,121,1,0,19.28,93.02
2023-06-18,1,P001,Home,95.2,15,29,92,1,1,23.33,95.41
2023-06-19,1,P001,Home,95.2,15,19,73,0,0,28.47,96.58
2023-06-20,1,P001,Home,106.4,5,22,51,0,0,31.69,98.17
2023-06-21,1,P001,Home,106.4,5,13,38,0,0,30.56,95.08
2023-06-22,1,P001,Home,100.8,10,24,137,0,0,28.11,95.12
2023-06-23,1,P001,Home,112.0,0,18,119,0,0,19.09,98.25
2023-06-24,1,P001,Home,100.8,10,19,100,1,0,25.65,95.76
2023-06-25,1,P001,Home,112.0,0,25,75,1,0,24.52,99.1
2023-06-26,1,P001,Home,106.4,5,18,57,0,0,21.42,98.12
2023-06-27,1,P001,Home,112.0,0,23,34,0,0,26.97,93.87
2023-06-28,1,P001,Home,112.0,0,14,20,0,1,27.39,90.45
2023-06-29,1,P001,Home,106.4,5,21,103,0,1,36.25,92.88
2023-06-30,1,P001,Home,112.0,0,17,86,0,0,21.41,96.79
2023-07-01,1,P001,Home,106.4,5,17,69,1,0,26.39,92.62
2023-07-02,1,P001,Home,112.0,0,14,55,1,0,29.82,99.42
2023-07-03,1,P001,Home,89.6,20,27,28,0,0,37.9,93.39
2023-07-04,1,P001,Home,106.4,5,18,159,0,1,27.84,98.26
2023-07-05,1,P001,Home,112.0,0,19,140,0,0,19.93,93.48
2023-07-06,1,P001,Home,106.4,5,21,119,0,1,27.31,99.24
2023-07-07,1,P001,Home,100.8,10,27,92,0,0,34.73,95.19
2023-07-08,1,P001,Home,106.4,5,22,70,1,0,20.43,95.16
2023-07-09,1,P001,Home,100.8,10,32,38,1,1,18.93,93.93
2023-07-10,1,P001,Home,100.8,10,24,107,0,0,21.25,95.45
2023-07-11,1,P001,Home,112.0,0,9,98,0,0,27.91,92.69
2023-07-12,1,P001,Home,106.4,5,28,70,0,1,25.97,94.81
2023-07-13,1,P001,Home,106.4,5,17,53,0,0,32.01,89.97
2023-07-14,1,P001,Home,106.4,5,14,39,0,0,21.48,95.87
2023-07-15,1,P001,Home,89.6,20,29,103,1,0,22.28,95.25
2023-07-16,1,P001,Home,112.0,0,26,77,1,1,22.42,96.86
2023-07-17,1,P001,Home,112.0,0,20,57,0,0,8.06,94.18
2023-07-18,1,P001,Home,95.2,15,17,40,0,0,25.25,94.54
2023-07-19,1,P001,Home,112.0,0,14,26,0,0,26.39,96.29
2023-07-20,1,P001,Home,112.0,0,14,131,0,0,21.45,96.71
2023-07-21,1,P001,Home,100.8,10,17,114,0,0,31.74,96.9
2023-07-22,1,P001,Home,112.0,0,22,92,1,1,18.17,94.55
2023-07-23,1,P001,Home,100.8,10,20,72,1,0,28.8,93.85
2023-07-24,1,P001,Home,106.4,5,13,59,0,0,24.92,96.16
2023-07-25,1,P001,Home,112.0,0,16,43,0,0,24.21,94.11
2023-07-26,1,P001,Home,112.0,0,17,26,0,0,32.36,94.58
2023-07-27,1,P001,Home,112.0,0,20,145,0,1,34.13,99.31
2023-07-28,1,P001,Home,112.0,0,17,128,0,1,21.98,94.85
2023-07-29,1,P001,Home,112.0,0,24,104,1,1,25.93,93.78
2023-07-30,1,P001,Home,100.8,10,21,83,1,0,21.01,94.71
2023-07-31,1,P001,Home,89.6,20,34,49,0,0,28.55,94.58
2023-08-01,1,P001,Home,95.2,15,16,33,0,0,24.63,92.87
2023-08-02,1,P001,Home,106.4,5,15,119,0,0,29.15,93.34
2023-08-03,1,P001,Home,112.0,0,21,98,0,1,24.77,99.09
2023-08-04,1,P001,Home,106.4,5,16,82,0,0,27.75,95.74
2023-08-05,1,P001,Home,112.0,0,24,58,1,1,26.47,91.57
2023-08-06,1,P001,Home,89.6,20,25,33,1,0,26.37,94.15
2023-08-07,1,P001,Home,100.8,10,25,88,0,0,25.81,93.29
2023-08-08,1,P001,Home,100.8,10,28,60,0,1,18.97,93.29
2023-08-09,1,P001,Home,112.0,0,25,35,0,1,27.17,97.37
2023-08-10,1,P001,Home,100.8,10,28,156,0,1,38.13,96.65
2023-08-11,1,P001,Home,95.2,15,31,125,0,1,20.91,90.81
2023-08-12,1,P001,Home,112.0,0,10,115,1,0,21.25,97.33
2023-08-13,1,P001,Home,112.0,0,22,93,1,0,25.63,93.62
2023-08-14,1,P001,Home,100.8,10,15,78,0,0,29.78,94.99
2023-08-15,1,P001,Home,112.0,0,19,59,0,1,29.74,96.36
2023-08-16,1,P001,Home,112.0,0,19,40,0,0,20.57,95.96
2023-08-17,1,P001,Home,112.0,0,16,24,0,0,23.25,95.52
2023-08-18,1,P001,Home,106.4,5,19,135,0,0,15.31,92.18
2023-08-19,1,P001,Home,95.2,15,29,106,1,0,30.16,94.61
2023-08-20,1,P001,Home,112.0,0,17,89,1,0,31.95,95.41
2023-08-21,1,P001,Home,100.8,10,20,69,0,1,26.77,92.8
2023-08-22,1,P001,Home,112.0,0,10,59,0,0,25.61,93.05
2023-08-23,1,P001,Home,112.0,0,16,43,0,0,23.48,98.14
2023-08-24,1,P001,Home,112.0,0,16,27,0,1,24.93,95.2
2023-08-25,1,P001,Home,95.2,15,16,148,0,0,26.24,95.17
2023-08-26,1,P001,Home,89.6,20,27,121,1,0,20.4,93.32
2023-08-27,1,P001,Home,95.2,15,25,96,1,1,21.96,98.26
2023-08-28,1,P001,Home,112.0,0,15,81,0,0,25.18,97.88
2023-08-29,1,P001,Home,112.0,0,25,56,0,1,19.52,94.56
2023-08-30,1,P001,Home,112.0,0,18,38,0,1,23.7,94.4
2023-08-31,1,P001,Home,95.2,15,27,153,0,0,28.98,96.62
2023-09-01,1,P001,Home,106.4,5,14,139,0,0,26.9,92.43
2023-09-02,1,P001,Home,112.0,0,19,120,1,0,20.93,94.59
2023-09-03,1,P001,Home,112.0,0,25,95,1,0,21.46,92.72
2023-09-04,1,P001,Home,112.0,0,13,82,0,0,26.9,92.76
2023-09-05,1,P001,Home,106.4,5,19,63,0,0,18.58,97.71
2023-09-06,1,P001,Home,100.8,10,20,43,0,1,20.7,97.28
2023-09-07,1,P001,Home,112.0,0,14,29,0,0,21.14,94.0
2023-09-08,1,P001,Home,95.2,15,20,118,0,0,26.38,96.46
2023-09-09,1,P001,Home,112.0,0,20,98,1,1,25.56,93.87
2023-09-10,1,P001,Home,100.8,10,27,71,1,0,17.41,97.49
2023-09-11,1,P001,Home,112.0,0,5,66,0,0,25.68,97.39
2023-09-12,1,P001,Home,95.2,15,20,46,0,0,22.45,96.56
2023-09-13,1,P001,Home,112.0,0,15,31,0,0,25.63,97.06
2023-09-14,1,P001,Home,106.4,5,15,157,0,0,26.36,96.3
2023-09-15,1,P001,Home,112.0,0,25,132,0,1,13.62,94.62
2023-09-16,1,P001,Home,95.2,15,31,101,1,0,25.98,95.63
2023-09-17,1,P001,Home,112.0,0,21,80,1,1,22.37,95.68
2023-09-18,1,P001,Home,112.0,0,18,62,0,0,15.57,94.41
2023-09-19,1,P001,Home,112.0,0,22,40,0,1,20.68,95.86
2023-09-20,1,P001,Home,112.0,0,15,25,0,0,28.67,93.7
2023-09-21,1,P001,Home,112.0,0,17,134,0,0,30.82,95.53
2023-09-22,1,P001,Home,112.0,0,20,114,0,1,19.4,94.78
2023-09-23,1,P001,Home,106.4,5,16,98,1,0,23.64,94.27
2023-09-24,1,P001,Home,112.0,0,29,69,1,1,21.88,91.9
2023-09-25,1,P001,Home,95.2,15,19,50,0,0,22.65,90.0
2023-09-26,1,P001,Home,112.0,0,14,36,0,0,37.42,93.59
2023-09-27,1,P001,Home,112.0,0,3,33,0,0,28.88,94.02
2023-09-28,1,P001,Home,100.8,10,24,134,0,0,25.66,97.66
2023-09-29,1,P001,Home,112.0,0,17,117,0,0,22.05,96.16
2023-09-30,1,P001,Home,106.4,5,23,94,1,0,28.44,95.84
2023-10-01,1,P001,Home,106.4,5,27,67,1,1,27.88,93.66
2023-10-02,1,P001,Home,95.2,15,23,44,0,0,30.67,93.38
2023-10-03,1,P001,Home,106.4,5,18,26,0,0,26.53,94.4
2023-10-04,1,P001,Home,106.4,5,23,144,0,1,26.58,98.8
2023-10-05,1,P001,Home,106.4,5,19,125,0,0,24.02,96.71
2023-10-06,1,P001,Home,112.0,0,10,115,0,0,23.67,97.87
2023-10-07,1,P001,Home,106.4,5,24,91,1,1,30.86,93.03
2023-10-08,1,P001,Home,112.0,0,24,67,1,1,20.18,94.14
2023-10-09,1,P001,Home,112.0,0,16,51,0,0,21.43,91.74
2023-10-10,1,P001,Home,112.0,0,22,29,0,0,25.03,94.05
2023-10-11,1,P001,Home,112.0,0,25,125,0,1,23.19,91.39
2023-10-12,1,P001,Home,112.0,0,12,113,0,0,25.63,94.97
2023-10-13,1,P001,Home,112.0,0,12,101,0,1,26.65,100.27
2023-10-14,1,P001,Home,100.8,10,16,85,1,0,27.71,96.7
2023-10-15,1,P001,Home,100.8,10,24,61,1,0,28.73,95.59
2023-10-16,1,P001,Home,100.8,10,27,34,0,1,19.76,92.6
2023-10-17,1,P001,Home,95.2,15,28,106,0,1,27.27,98.33
2023-10-18,1,P001,Home,100.8,10,18,88,0,0,25.81,94.21
2023-10-19,1,P001,Home,100.8,10,16,72,0,0,25.14,94.83
2023-10-20,1,P001,Home,112.0,0,17,55,0,0,23.89,96.35
2023-10-21,1,P001,Home,100.8,10,19,36,1,0,33.48,92.95
2023-10-22,1,P001,Home,112.0,0,25,131,1,1,28.61,93.28
2023-10-23,1,P001,Home,112.0,0,20,111,0,0,27.45,93.93
2023-10-24,1,P001,Home,112.0,0,19,92,0,1,28.49,97.36
2023-10-25,1,P001,Home,112.0,0,21,71,0,0,24.88,94.62
2023-10-26,1,P001,Home,89.6,20,24,47,0,0,22.68,94.56
2023-10-27,1,P001,Home,112.0,0,10,37,0,0,25.41,93.0
2023-10-28,1,P001,Home,95.2,15,25,112,1,0,23.61,96.27
2023-10-29,1,P001,Home,112.0,0,18,94,1,0,25.12,93.6
2023-10-30,1,P001,Home,106.4,5,15,79,0,0,12.38,98.6
2023-10-31,1,P001,Home,112.0,0,27,52,0,1,16.31,93.61
2023-11-01,1,P001,Home,112.0,0,14,38,0,0,28.53,96.86
2023-11-02,1,P001,Home,112.0,0,21,164,0,1,37.19,94.66
2023-11-03,1,P001,Home,100.8,10,14,150,0,1,29.25,94.73
2023-11-04,1,P001,Home,106.4,5,24,126,1,1,24.33,96.93
2023-11-05,1,P001,Home,100.8,10,29,97,1,0,24.3,94.1
2023-11-06,1,P001,Home,112.0,0,17,80,0,0,13.52,93.98
2023-11-07,1,P001,Home,100.8,10,26,54,0,1,28.11,92.72
2023-11-08,1,P001,Home,106.4,5,18,36,0,0,19.64,95.75
2023-11-09,1,P001,Home,106.4,5,22,147,0,0,20.5,96.28
2023-11-10,1,P001,Home,106.4,5,14,133,0,0,24.19,91.95
2023-11-11,1,P001,Home,112.0,0,20,113,1,0,24.61,95.03
2023-11-12,1,P001,Home,100.8,10,20,93,1,0,21.38,94.52
2023-11-13,1,P001,Home,112.0,0,19,74,0,1,14.19,95.51
2023-11-14,1,P001,Home,89.6,20,30,44,0,1,18.24,96.34
2023-11-15,1,P001,Home,112.0,0,13,31,0,0,21.28,93.41
2023-11-16,1,P001,Home,89.6,20,23,146,0,1,24.79,96.07
2023-11-17,1,P001,Home,100.8,10,28,118,0,0,19.31,93.12
2023-11-18,1,P001,Home,95.2,15,28,90,1,0,27.59,95.6
2023-11-19,1,P001,Home,112.0,0,22,68,1,0,30.18,93.43
2023-11-20,1,P001,Home,112.0,0,23,45,0,0,25.96,94.88
2023-11-21,1,P001,Home,112.0,0,21,24,0,1,13.12,96.2
2023-11-22,1,P001,Home,112.0,0,19,139,0,1,36.39,91.98
2023-11-23,1,P001,Home,112.0,0,19,120,0,0,20.89,97.63
2023-11-24,1,P001,Home,100.8,10,17,103,0,0,23.41,94.52
2023-11-25,1,P001,Home,100.8,10,17,86,1,0,31.83,95.47
2023-11-26,1,P001,Home,112.0,0,15,71,1,0,28.8,101.99
2023-11-27,1,P001,Home,112.0,0,8,63,0,0,24.58,93.66
2023-11-28,1,P001,Home,100.8,10,35,28,0,1,33.05,93.39
2023-11-29,1,P001,Home,106.4,5,20,147,0,0,33.42,93.95
2023-11-30,1,P001,Home,112.0,0,28,119,0,1,22.63,94.37
2023-12-01,1,P001,Home,112.0,0,12,107,0,0,28.73,91.75
2023-12-02,1,P001,Home,112.0,0,29,78,1,1,30.17,93.69
2023-12-03,1,P001,Home,112.0,0,21,57,1,0,26.84,94.64
2023-12-04,1,P001,Home,112.0,0,12,45,0,0,29.29,93.27
2023-12-05,1,P001,Home,112.0,0,23,22,0,1,30.53,93.19
2023-12-06,1,P001,Home,95.2,15,20,128,0,1,31.98,93.29
2023-12-07,1,P001,Home,100.8,10,26,102,0,1,22.01,97.84
2023-12-08,1,P001,Home,100.8,10,31,71,0,0,20.96,95.84
2023-12-09,1,P001,Home,112.0,0,24,47,1,0,30.26,93.0
2023-12-10,1,P001,Home,112.0,0,27,20,1,1,40.55,96.07
2023-12-11,1,P001,Home,95.2,15,18,87,0,0,28.33,95.84
2023-12-12,1,P001,Home,106.4,5,18,69,0,0,19.5,95.62
2023-12-13,1,P001,Home,106.4,5,17,52,0,0,31.46,88.23
2023-12-14,1,P001,Home,106.4,5,20,32,0,1,23.38,95.26
2023-12-15,1,P001,Home,106.4,5,17,162,0,0,16.11,93.69
2023-12-16,1,P001,Home,106.4,5,16,146,1,0,26.15,95.01
2023-12-17,1,P001,Home,95.2,15,25,121,1,1,25.14,95.2
2023-12-18,1,P001,Home,112.0,0,20,101,0,1,22.83,97.02
2023-12-19,1,P001,Home,112.0,0,8,93,0,0,31.19,92.68
2023-12-20,1,P001,Home,100.8,10,28,65,0,1,24.8,95.53
2023-12-21,1,P001,Home,89.6,20,39,26,0,0,24.86,94.47
2023-12-22,1,P001,Home,106.4,5,18,90,0,0,25.19,92.31
2023-12-23,1,P001,Home,112.0,0,17,73,1,0,20.39,92.99
2023-12-24,1,P001,Home,106.4,5,19,54,1,0,23.64,92.4
2023-12-25,1,P001,Home,100.8,10,22,32,0,0,19.39,93.16
2023-12-26,1,P001,Home,112.0,0,16,163,0,0,26.7,97.09
2023-12-27,1,P001,Home,95.2,15,25,138,0,0,28.79,97.92
2023-12-28,1,P001,Home,100.8,10,24,114,0,0,35.53,95.7
2023-12-29,1,P001,Home,112.0,0,23,91,0,1,26.32,91.95
2023-12-30,1,P001,Home,100.8,10,15,76,1,0,19.36,93.05
2023-12-31,1,P001,Home,106.4,5,21,55,1,0,28.84,94.33
2023-01-01,1,P002,Groceries,356.4,10,29,152,1,1,21.54,93.47
2023-01-02,1,P002,Groceries,396.0,0,16,136,0,0,26.52,96.44
2023-01-03,1,P002,Groceries,356.4,10,25,111,0,0,28.46,98.99
2023-01-04,1,P002,Groceries,356.4,10,17,94,0,0,23.06,94.91
2023-01-05,1,P002,Groceries,336.6,15,27,67,0,0,21.55,94.01
2023-01-06,1,P002,Groceries,396.0,0,18,49,0,0,28.95,95.68
2023-01-07,1,P002,Groceries,396.0,0,18,31,1,0,21.94,100.9
2023-01-08,1,P002,Groceries,356.4,10,37,118,1,1,27.74,94.49
2023-01-09,1,P002,Groceries,396.0,0,17,101,0,0,13.9,94.05
2023-01-10,1,P002,Groceries,336.6,15,19,82,0,0,13.18,92.89
